"","Gene_ID","n_SNPs","n_in_exons","n_introns","n_upstream","n_downstream","n_nonsynonymous","n_synonymous","n_modifer","n_low_impact","n_mod_impact","n_high_impact","effects","max_upstream_dist","min_upstream_dist","CHROM","n_in_gene","gene_length","gene_length_kb","n_in_gene_per_kb","up_to_in_ratio","up_to_in_per_kb_ratio","In_sigs","n_in_gene_per_kb_tf"
"1420","YDR461W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"IV",1,111,0.111,9.00900900900901,0,0,FALSE,3.00150112593832
"1421","YDR462W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"IV",1,444,0.444,2.25225225225225,0,0,FALSE,1.50075056296916
"1422","YDR463W",21,21,0,0,0,4,17,0,17,4,0,"synonymous_variant;missense_variant",NA,NA,"IV",21,1560,1.56,13.4615384615385,0,0,FALSE,3.66899692852671
"1423","YDR464C-A",1,0,0,1,0,0,0,1,0,0,0,"upstream_gene_variant",640,640,"IV",0,NA,NA,NA,NA,NA,FALSE,NA
"1424","YDR464W",38,38,0,0,0,12,26,0,26,12,0,"missense_variant;synonymous_variant",NA,NA,"IV",38,4308,4.308,8.82079851439183,0,0,FALSE,2.96998291483164
"1425","YDR465C",8,8,0,0,0,3,5,0,5,3,0,"synonymous_variant;missense_variant",NA,NA,"IV",8,1239,1.239,6.45682001614205,0,0,FALSE,2.54102735446552
"1426","YDR466W",16,16,0,0,0,6,9,0,10,6,0,"missense_variant;synonymous_variant;splice_region_variant&stop_retained_variant",NA,NA,"IV",16,2697,2.697,5.93251761216166,0,0,FALSE,2.43567600722298
"1427","YDR468C",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"IV",2,675,0.675,2.96296296296296,0,0,FALSE,1.72132593164774
"1428","YDR469W",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"IV",2,528,0.528,3.78787878787879,0,0,FALSE,1.94624736040381
"1429","YDR470C",10,10,0,0,0,3,7,0,7,3,0,"synonymous_variant;missense_variant",NA,NA,"IV",10,1509,1.509,6.62690523525514,0,0,FALSE,2.57427761425514
"1430","YDR471W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"IV",1,795,0.795,1.25786163522013,0,0,FALSE,1.12154430818409
"1431","YDR472W",5,5,0,0,0,2,3,0,3,2,0,"synonymous_variant;missense_variant",NA,NA,"IV",5,852,0.852,5.86854460093897,0,0,FALSE,2.42250791555755
"1432","YDR473C",17,7,0,10,0,2,5,10,5,2,0,"synonymous_variant;missense_variant;upstream_gene_variant",877,496,"IV",7,1410,1.41,4.9645390070922,1.42857142857143,2.01428571428571,FALSE,2.22812454927731
"1433","YDR475C",23,23,0,0,0,6,17,0,17,6,0,"missense_variant;synonymous_variant",NA,NA,"IV",23,2631,2.631,8.74192322310908,0,0,TRUE,2.95667435188745
"1434","YDR476C",2,2,0,0,0,1,1,0,1,1,0,"missense_variant;synonymous_variant",NA,NA,"IV",2,675,0.675,2.96296296296296,0,0,FALSE,1.72132593164774
"1435","YDR477W",12,12,0,0,0,0,12,0,12,0,0,"synonymous_variant",NA,NA,"IV",12,1902,1.902,6.30914826498423,0,0,FALSE,2.51180179651664
"1436","YDR478W",10,10,0,0,0,2,8,0,8,2,0,"synonymous_variant;missense_variant",NA,NA,"IV",10,597,0.597,16.750418760469,0,0,FALSE,4.09272754535029
"1437","YDR479C",11,9,0,2,0,2,7,2,7,2,0,"missense_variant;synonymous_variant;upstream_gene_variant",102,53,"IV",9,1665,1.665,5.4054054054054,0.222222222222222,0.37,FALSE,2.32495277487639
"1438","YDR480W",3,3,0,0,0,2,1,0,1,2,0,"missense_variant;synonymous_variant",NA,NA,"IV",3,972,0.972,3.08641975308642,0,0,FALSE,1.75682092231577
"1439","YDR481C",18,18,0,0,0,4,14,0,14,4,0,"missense_variant;synonymous_variant",NA,NA,"IV",18,1701,1.701,10.5820105820106,0,0,FALSE,3.25300024316178
"1440","YDR482C",5,5,0,0,0,2,3,0,3,2,0,"missense_variant;synonymous_variant",NA,NA,"IV",5,408,0.408,12.2549019607843,0,0,FALSE,3.50070021007002
"1441","YDR483W",30,30,0,0,0,15,15,0,15,15,0,"synonymous_variant;missense_variant",NA,NA,"IV",30,1329,1.329,22.5733634311512,0,0,FALSE,4.7511433814558
"1442","YDR484W",25,25,0,0,0,8,17,0,17,8,0,"missense_variant;synonymous_variant",NA,NA,"IV",25,1926,1.926,12.9802699896158,0,0,FALSE,3.60281417639264
"1443","YDR485C",37,36,0,1,0,18,18,1,18,18,0,"synonymous_variant;missense_variant;upstream_gene_variant",45,45,"IV",36,2388,2.388,15.0753768844221,0.0277777777777778,0.0663333333333333,FALSE,3.8827022657451
"1444","YDR486C",4,4,0,0,0,1,3,0,3,1,0,"missense_variant;synonymous_variant",NA,NA,"IV",4,690,0.69,5.79710144927536,0,0,FALSE,2.40771706171538
"1445","YDR487C",7,7,0,0,0,1,6,0,6,1,0,"synonymous_variant;missense_variant",NA,NA,"IV",7,627,0.627,11.1642743221691,0,0,FALSE,3.34129829889058
"1446","YDR488C",24,24,0,0,0,10,14,0,14,10,0,"synonymous_variant;missense_variant",NA,NA,"IV",24,1602,1.602,14.9812734082397,0,0,FALSE,3.87056499858092
"1447","YDR489W",7,7,0,0,0,5,2,0,2,5,0,"missense_variant;synonymous_variant",NA,NA,"IV",7,885,0.885,7.90960451977401,0,0,FALSE,2.81240191291608
"1448","YDR490C",31,31,0,0,0,17,14,0,14,17,0,"missense_variant;synonymous_variant",NA,NA,"IV",31,2301,2.301,13.4724033029118,0,0,FALSE,3.67047725819297
"1449","YDR491C",6,6,0,0,0,3,2,0,2,3,1,"stop_gained;synonymous_variant;missense_variant",NA,NA,"IV",6,NA,NA,NA,0,NA,FALSE,NA
"1450","YDR492W",9,9,0,0,0,2,7,0,7,2,0,"missense_variant;synonymous_variant",NA,NA,"IV",9,951,0.951,9.46372239747634,0,0,FALSE,3.07631636823594
"1451","YDR493W",3,3,0,0,0,3,0,0,0,3,0,"missense_variant",NA,NA,"IV",3,372,0.372,8.06451612903226,0,0,FALSE,2.83980917123532
"1452","YDR494W",15,15,0,0,0,7,8,0,8,7,0,"missense_variant;synonymous_variant",NA,NA,"IV",15,1086,1.086,13.8121546961326,0,0,FALSE,3.71647073123583
"1453","YDR495C",39,35,0,4,0,14,21,4,21,14,0,"synonymous_variant;missense_variant;upstream_gene_variant",56,10,"IV",35,3036,3.036,11.528326745718,0.114285714285714,0.346971428571429,FALSE,3.39533897361045
"1454","YDR496C",23,23,0,0,0,9,14,0,14,9,0,"missense_variant;synonymous_variant",NA,NA,"IV",23,1971,1.971,11.6692034500254,0,0,FALSE,3.41602158219549
"1455","YDR497C",19,19,0,0,0,2,17,0,17,2,0,"synonymous_variant;missense_variant",NA,NA,"IV",19,1755,1.755,10.8262108262108,0,0,FALSE,3.29032077861883
"1456","YDR498C",14,14,0,0,0,6,8,0,8,6,0,"missense_variant;synonymous_variant",NA,NA,"IV",14,1152,1.152,12.1527777777778,0,0,FALSE,3.48608344389198
"1457","YDR499W",24,24,0,0,0,12,12,0,12,12,0,"missense_variant;synonymous_variant",NA,NA,"IV",24,2244,2.244,10.6951871657754,0,0,FALSE,3.27034970083864
"1458","YDR501W",6,6,0,0,0,2,4,0,4,2,0,"synonymous_variant;missense_variant",NA,NA,"IV",6,1566,1.566,3.83141762452107,0,0,FALSE,1.95740073171568
"1459","YDR502C",5,5,0,0,0,1,4,0,4,1,0,"synonymous_variant;missense_variant",NA,NA,"IV",5,1155,1.155,4.32900432900433,0,0,FALSE,2.0806259464412
"1460","YDR503C",12,12,0,0,0,2,10,0,10,2,0,"missense_variant;synonymous_variant",NA,NA,"IV",12,825,0.825,14.5454545454545,0,0,FALSE,3.81385035698237
"1461","YDR504C",3,3,0,0,0,2,1,0,1,2,0,"missense_variant;synonymous_variant",NA,NA,"IV",3,384,0.384,7.8125,0,0,FALSE,2.79508497187474
"1462","YDR505C",10,10,0,0,0,1,9,0,9,1,0,"synonymous_variant;missense_variant",NA,NA,"IV",10,2526,2.526,3.95882818685669,0,0,FALSE,1.98968042329835
"1463","YDR506C",18,18,0,0,0,8,10,0,10,8,0,"missense_variant;synonymous_variant",NA,NA,"IV",18,1827,1.827,9.85221674876847,0,0,FALSE,3.13882410287172
"1464","YDR507C",17,17,0,0,0,6,11,0,11,6,0,"synonymous_variant;missense_variant",NA,NA,"IV",17,3429,3.429,4.95771361913094,0,0,FALSE,2.22659237830613
"1465","YDR508C",13,13,0,0,0,6,7,0,7,6,0,"synonymous_variant;missense_variant",NA,NA,"IV",13,1992,1.992,6.52610441767068,0,0,FALSE,2.55462412453783
"1466","YDR509W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"IV",1,NA,NA,NA,0,NA,FALSE,NA
"1467","YDR510C-A",3,3,0,0,0,2,1,0,1,2,0,"missense_variant;synonymous_variant",NA,NA,"IV",3,NA,NA,NA,0,NA,FALSE,NA
"1468","YDR510W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"IV",2,306,0.306,6.5359477124183,0,0,FALSE,2.55654996282457
"1469","YDR511W",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"IV",3,402,0.402,7.46268656716418,0,0,FALSE,2.73179182354077
"1470","YDR512C",4,4,0,0,0,2,1,0,1,2,1,"missense_variant;synonymous_variant;stop_gained",NA,NA,"IV",4,564,0.564,7.09219858156028,0,0,FALSE,2.66311820645654
"1471","YDR513W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"IV",1,432,0.432,2.31481481481481,0,0,FALSE,1.52145154862546
"1472","YDR514C",10,10,0,0,0,6,4,0,4,6,0,"missense_variant;synonymous_variant",NA,NA,"IV",10,1452,1.452,6.8870523415978,0,0,FALSE,2.62431940540739
"1473","YDR515W",20,20,0,0,0,10,10,0,10,10,0,"synonymous_variant;missense_variant",NA,NA,"IV",20,1344,1.344,14.8809523809524,0,0,FALSE,3.8575837490523
"1474","YDR516C",8,8,0,0,0,1,7,0,7,1,0,"synonymous_variant;missense_variant",NA,NA,"IV",8,1503,1.503,5.3226879574185,0,0,FALSE,2.30709513401994
"1475","YDR517W",8,8,0,0,0,3,5,0,5,3,0,"missense_variant;synonymous_variant",NA,NA,"IV",8,1119,1.119,7.14924039320822,0,0,FALSE,2.67380634923478
"1476","YDR518W",14,14,0,0,0,5,9,0,9,5,0,"synonymous_variant;missense_variant",NA,NA,"IV",14,1554,1.554,9.00900900900901,0,0,FALSE,3.00150112593832
"1477","YDR519W",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"IV",2,408,0.408,4.90196078431373,0,0,FALSE,2.21403721385024
"1478","YDR520C",8,8,0,0,0,3,5,0,5,3,0,"synonymous_variant;missense_variant",NA,NA,"IV",8,2319,2.319,3.44976282880552,0,0,FALSE,1.85735371666399
"1479","YDR521W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"IV",1,NA,NA,NA,0,NA,FALSE,NA
"1480","YDR522C",8,8,0,0,0,3,5,0,5,3,0,"synonymous_variant;missense_variant",NA,NA,"IV",8,1509,1.509,5.30152418820411,0,0,FALSE,2.30250389537219
"1481","YDR523C",4,4,0,0,0,1,3,0,3,1,0,"synonymous_variant;missense_variant",NA,NA,"IV",4,1473,1.473,2.71554650373388,0,0,FALSE,1.6478915327575
"1482","YDR524C",7,7,0,0,0,1,6,0,6,1,0,"synonymous_variant;missense_variant",NA,NA,"IV",7,1449,1.449,4.83091787439614,0,0,FALSE,2.19793491131929
"1483","YDR524C-B",3,3,0,0,0,2,1,0,1,2,0,"missense_variant;synonymous_variant",NA,NA,"IV",3,201,0.201,14.9253731343284,0,0,FALSE,3.86333704643128
"1484","YDR525W-A",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"IV",3,240,0.24,12.5,0,0,FALSE,3.53553390593274
"1485","YDR526C",6,6,0,0,0,2,4,0,4,2,0,"synonymous_variant;missense_variant",NA,NA,"IV",6,NA,NA,NA,0,NA,FALSE,NA
"1486","YDR527W",12,12,0,0,0,5,7,0,7,5,0,"missense_variant;synonymous_variant",NA,NA,"IV",12,1320,1.32,9.09090909090909,0,0,FALSE,3.01511344577764
"1487","YDR528W",10,10,0,0,0,4,6,0,6,4,0,"synonymous_variant;missense_variant",NA,NA,"IV",10,1272,1.272,7.86163522012579,0,0,FALSE,2.80386077046022
"1488","YDR529C",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"IV",2,384,0.384,5.20833333333333,0,0,FALSE,2.28217732293819
"1489","YDR530C",11,11,0,0,0,3,8,0,8,3,0,"synonymous_variant;missense_variant",NA,NA,"IV",11,978,0.978,11.2474437627812,0,0,FALSE,3.35372088325507
"1490","YDR531W",7,7,0,0,0,4,3,0,3,4,0,"synonymous_variant;missense_variant",NA,NA,"IV",7,1104,1.104,6.34057971014493,0,0,FALSE,2.51805077592667
"1491","YDR532C",4,4,0,0,0,2,2,0,2,2,0,"missense_variant;synonymous_variant",NA,NA,"IV",4,1158,1.158,3.45423143350605,0,0,FALSE,1.85855627665832
"1492","YDR533C",8,8,0,0,0,1,7,0,7,1,0,"synonymous_variant;missense_variant",NA,NA,"IV",8,714,0.714,11.2044817927171,0,0,FALSE,3.34730963502289
"1493","YDR534C",28,28,0,0,0,12,16,0,16,12,0,"synonymous_variant;missense_variant",NA,NA,"IV",28,1587,1.587,17.643352236925,0,0,FALSE,4.2003990568665
"1494","YDR535C",4,4,0,0,0,4,0,0,0,4,0,"missense_variant",NA,NA,"IV",4,NA,NA,NA,0,NA,FALSE,NA
"1495","YDR536W",8,8,0,0,0,3,5,0,5,3,0,"synonymous_variant;missense_variant",NA,NA,"IV",8,1710,1.71,4.67836257309941,0,0,FALSE,2.1629522817435
"1496","YDR537C",7,7,0,0,0,4,3,0,3,4,0,"missense_variant;synonymous_variant",NA,NA,"IV",7,NA,NA,NA,0,NA,FALSE,NA
"1497","YDR538W",2,2,0,0,0,0,1,0,1,0,1,"stop_gained;synonymous_variant",NA,NA,"IV",2,729,0.729,2.74348422496571,0,0,FALSE,1.65634664999984
"1498","YDR539W",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"IV",4,1512,1.512,2.64550264550265,0,0,FALSE,1.62650012158089
"1499","YDR540C",16,2,0,14,0,0,2,14,2,0,0,"synonymous_variant;upstream_gene_variant",659,33,"IV",2,540,0.54,3.7037037037037,7,3.78,FALSE,1.92450089729875
"1500","YDR541C",9,9,0,0,0,2,7,0,7,2,0,"synonymous_variant;missense_variant",NA,NA,"IV",9,1035,1.035,8.69565217391304,0,0,FALSE,2.94883912309794
"1501","YDR542W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"IV",2,363,0.363,5.50964187327824,0,0,FALSE,2.3472626340651
"1502","YDR543C",17,17,0,0,0,10,6,0,6,10,1,"synonymous_variant;missense_variant;stop_gained",NA,NA,"IV",17,NA,NA,NA,0,NA,TRUE,NA
"1503","YDR544C",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"IV",3,NA,NA,NA,0,NA,FALSE,NA
"1504","YEL001C",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"V",2,678,0.678,2.94985250737463,0,0,FALSE,1.71751346643182
"1505","YEL007W",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"V",2,2001,2.001,0.999500249875062,0,0,FALSE,0.999750093710955
"1506","YEL008W",2,2,0,0,0,1,1,0,1,1,0,"synonymous_variant;missense_variant",NA,NA,"V",2,381,0.381,5.249343832021,0,0,FALSE,2.29114465541157
"1507","YEL009C",2,2,0,0,0,1,1,0,1,1,0,"missense_variant;synonymous_variant",NA,NA,"V",2,846,0.846,2.36406619385343,0,0,FALSE,1.53755201338148
"1508","YEL010W",2,2,0,0,0,1,0,0,0,1,1,"missense_variant;stop_gained",NA,NA,"V",2,NA,NA,NA,0,NA,FALSE,NA
"1509","YEL011W",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"V",3,2115,2.115,1.41843971631206,0,0,FALSE,1.19098266835083
"1510","YEL013W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"V",1,1737,1.737,0.575705238917674,0,0,FALSE,0.758752422676642
"1511","YEL015W",2,2,0,0,0,1,1,0,1,1,0,"synonymous_variant;missense_variant",NA,NA,"V",2,1656,1.656,1.20772946859903,0,0,FALSE,1.09896745565964
"1512","YEL016C",8,8,0,0,0,3,5,0,5,3,0,"synonymous_variant;missense_variant",NA,NA,"V",8,1482,1.482,5.39811066126856,0,0,FALSE,2.32338345119108
"1513","YEL020C",12,12,0,0,0,3,9,0,9,3,0,"synonymous_variant;missense_variant",NA,NA,"V",12,1683,1.683,7.1301247771836,0,0,FALSE,2.67022934917276
"1514","YEL020C-B",5,0,0,5,0,0,0,5,0,0,0,"upstream_gene_variant",906,325,"V",0,NA,NA,NA,NA,NA,FALSE,NA
"1515","YEL020W-A",1,0,0,1,0,0,0,1,0,0,0,"upstream_gene_variant",139,139,"V",0,264,0.264,0,NA,NA,FALSE,0
"1516","YEL021W",2,0,0,2,0,0,0,2,0,0,0,"upstream_gene_variant",194,170,"V",0,804,0.804,0,NA,NA,FALSE,0
"1517","YEL022W",11,11,0,0,0,2,9,0,9,2,0,"missense_variant;synonymous_variant",NA,NA,"V",11,4380,4.38,2.51141552511416,0,0,FALSE,1.58474462457336
"1518","YEL023C",4,3,0,1,0,2,1,1,1,2,0,"missense_variant;synonymous_variant;upstream_gene_variant",657,657,"V",3,2049,2.049,1.46412884333821,0.333333333333333,0.683,FALSE,1.2100119186761
"1519","YEL024W",4,4,0,0,0,1,3,0,3,1,0,"missense_variant;synonymous_variant",NA,NA,"V",4,648,0.648,6.17283950617284,0,0,FALSE,2.48451997499977
"1520","YEL025C",41,25,0,16,0,13,12,16,12,13,0,"missense_variant;synonymous_variant;upstream_gene_variant",771,41,"V",25,3567,3.567,7.00869077656294,0.64,2.28288,FALSE,2.64739320399576
"1521","YEL026W",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"V",3,381,0.381,7.8740157480315,0,0,FALSE,2.80606766633157
"1522","YEL028W",12,12,0,0,0,7,4,0,4,7,1,"missense_variant;synonymous_variant;stop_gained",NA,NA,"V",12,462,0.462,25.974025974026,0,0,FALSE,5.09647191437626
"1523","YEL029C",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"V",3,939,0.939,3.19488817891374,0,0,FALSE,1.78742501350791
"1524","YEL030C-A",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"V",1,NA,NA,NA,0,NA,FALSE,NA
"1525","YEL030W",10,4,0,6,0,3,1,6,1,3,0,"upstream_gene_variant;synonymous_variant;missense_variant",730,293,"V",4,1935,1.935,2.0671834625323,1.5,2.9025,FALSE,1.43777030937918
"1526","YEL031W",12,12,0,0,0,2,10,0,10,2,0,"synonymous_variant;missense_variant",NA,NA,"V",12,3648,3.648,3.28947368421053,0,0,FALSE,1.81369062527503
"1527","YEL032W",5,5,0,0,0,0,5,0,5,0,0,"synonymous_variant",NA,NA,"V",5,2916,2.916,1.71467764060357,0,0,FALSE,1.30945700219731
"1528","YEL033W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"V",1,420,0.42,2.38095238095238,0,0,FALSE,1.54303349962092
"1529","YEL034C-A",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"V",2,NA,NA,NA,0,NA,FALSE,NA
"1530","YEL035C",1,1,0,0,0,0,0,0,0,0,1,"stop_lost&splice_region_variant",NA,NA,"V",1,501,0.501,1.99600798403194,0,0,FALSE,1.41280146660171
"1531","YEL036C",14,14,0,0,0,3,11,0,11,3,0,"missense_variant;synonymous_variant",NA,NA,"V",14,1503,1.503,9.31470392548237,0,0,FALSE,3.051999987792
"1532","YEL037C",5,5,0,0,0,0,5,0,5,0,0,"synonymous_variant",NA,NA,"V",5,1197,1.197,4.17710944026734,0,0,FALSE,2.04379779828322
"1533","YEL038W",17,14,0,3,0,8,6,3,6,8,0,"upstream_gene_variant;synonymous_variant;missense_variant",954,913,"V",14,684,0.684,20.4678362573099,0.214285714285714,0.146571428571429,FALSE,4.52413928358864
"1534","YEL039C",9,0,0,9,0,0,0,9,0,0,0,"upstream_gene_variant",460,104,"V",0,342,0.342,0,NA,NA,FALSE,0
"1535","YEL040W",23,12,0,11,0,6,6,11,6,6,0,"upstream_gene_variant;missense_variant;synonymous_variant",610,18,"V",12,1404,1.404,8.54700854700855,0.916666666666667,1.287,FALSE,2.92352673102343
"1536","YEL041W",36,26,0,10,0,15,11,10,11,15,0,"upstream_gene_variant;missense_variant;synonymous_variant",489,6,"V",26,1488,1.488,17.4731182795699,0.384615384615385,0.572307692307692,FALSE,4.18008591772584
"1537","YEL042W",6,6,0,0,0,0,6,0,6,0,0,"synonymous_variant",NA,NA,"V",6,1557,1.557,3.85356454720617,0,0,FALSE,1.96304980762236
"1538","YEL043W",22,22,0,0,0,11,11,0,11,11,0,"synonymous_variant;missense_variant",NA,NA,"V",22,2871,2.871,7.66283524904215,0,0,FALSE,2.76818266179133
"1539","YEL044W",3,3,0,0,0,2,1,0,1,2,0,"missense_variant;synonymous_variant",NA,NA,"V",3,501,0.501,5.98802395209581,0,0,FALSE,2.44704392116198
"1540","YEL045C",6,6,0,0,0,2,4,0,4,2,0,"missense_variant;synonymous_variant",NA,NA,"V",6,NA,NA,NA,0,NA,FALSE,NA
"1541","YEL046C",9,9,0,0,0,2,7,0,7,2,0,"synonymous_variant;missense_variant",NA,NA,"V",9,1164,1.164,7.7319587628866,0,0,FALSE,2.78063999160024
"1542","YEL047C",10,10,0,0,0,1,9,0,9,1,0,"synonymous_variant;missense_variant",NA,NA,"V",10,1413,1.413,7.07714083510262,0,0,FALSE,2.66028961489207
"1543","YEL048C",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"V",3,459,0.459,6.5359477124183,0,0,FALSE,2.55654996282457
"1544","YEL049W",5,5,0,0,0,0,5,0,5,0,0,"synonymous_variant",NA,NA,"V",5,363,0.363,13.7741046831956,0,0,FALSE,3.71134809512603
"1545","YEL050C",11,4,0,7,0,0,4,7,4,0,0,"synonymous_variant;upstream_gene_variant",948,295,"V",4,1182,1.182,3.38409475465313,1.75,2.0685,FALSE,1.83959092046388
"1546","YEL050W-A",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"V",2,NA,NA,NA,0,NA,FALSE,NA
"1547","YEL051W",2,2,0,0,0,1,1,0,1,1,0,"synonymous_variant;missense_variant",NA,NA,"V",2,771,0.771,2.59403372243839,0,0,FALSE,1.61060042295983
"1548","YEL052W",17,17,0,0,0,5,12,0,12,5,0,"missense_variant;synonymous_variant",NA,NA,"V",17,1530,1.53,11.1111111111111,0,0,FALSE,3.33333333333333
"1549","YEL053C",6,6,0,0,0,4,2,0,2,4,0,"missense_variant;synonymous_variant",NA,NA,"V",6,2202,2.202,2.72479564032698,0,0,FALSE,1.65069550200119
"1550","YEL055C",46,34,0,12,0,12,22,12,22,12,0,"synonymous_variant;missense_variant;upstream_gene_variant",926,40,"V",34,3069,3.069,11.0785272075595,0.352941176470588,1.08317647058824,FALSE,3.32844215926302
"1551","YEL056W",9,9,0,0,0,2,7,0,7,2,0,"synonymous_variant;missense_variant",NA,NA,"V",9,1206,1.206,7.46268656716418,0,0,FALSE,2.73179182354077
"1552","YEL057C",5,5,0,0,0,2,3,0,3,2,0,"synonymous_variant;missense_variant",NA,NA,"V",5,702,0.702,7.12250712250712,0,0,FALSE,2.66880256341812
"1553","YEL058W",20,20,0,0,0,7,13,0,13,7,0,"synonymous_variant;missense_variant",NA,NA,"V",20,1674,1.674,11.94743130227,0,0,FALSE,3.45650564910142
"1554","YEL059C-A",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"V",1,225,0.225,4.44444444444444,0,0,TRUE,2.10818510677892
"1555","YEL059W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"V",1,309,0.309,3.23624595469256,0,0,FALSE,1.79895690740289
"1556","YEL060C",18,18,0,0,0,5,13,0,13,5,0,"synonymous_variant;missense_variant",NA,NA,"V",18,1908,1.908,9.43396226415094,0,0,FALSE,3.07147558416976
"1557","YEL061C",23,20,0,3,0,5,15,3,15,5,0,"synonymous_variant;missense_variant;upstream_gene_variant",127,43,"V",20,3003,3.003,6.66000666000666,0.15,0.45045,FALSE,2.58069887046255
"1558","YEL062W",11,11,0,0,0,1,10,0,10,1,0,"synonymous_variant;missense_variant",NA,NA,"V",11,1848,1.848,5.95238095238095,0,0,FALSE,2.43975018237133
"1559","YEL063C",6,6,0,0,0,2,4,0,4,2,0,"missense_variant;synonymous_variant",NA,NA,"V",6,1773,1.773,3.38409475465313,0,0,FALSE,1.83959092046388
"1560","YEL064C",7,7,0,0,0,4,3,0,3,4,0,"missense_variant;synonymous_variant",NA,NA,"V",7,1443,1.443,4.85100485100485,0,0,FALSE,2.20249968240743
"1561","YEL065W",16,16,0,0,0,3,13,0,13,3,0,"synonymous_variant;missense_variant",NA,NA,"V",16,1887,1.887,8.47906730259671,0,0,FALSE,2.91188380650683
"1562","YEL066W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"V",2,486,0.486,4.11522633744856,0,0,FALSE,2.02860206483395
"1563","YEL067C",10,10,0,0,0,6,3,0,3,6,1,"missense_variant;stop_gained;synonymous_variant",NA,NA,"V",10,588,0.588,17.0068027210884,0,0,FALSE,4.12393049421161
"1564","YEL068C",4,4,0,0,0,3,1,0,1,3,0,"synonymous_variant;missense_variant",NA,NA,"V",4,333,0.333,12.012012012012,0,0,FALSE,3.46583496606691
"1565","YEL069C",40,29,0,11,0,4,25,11,25,4,0,"missense_variant;synonymous_variant;upstream_gene_variant",934,78,"V",29,1695,1.695,17.1091445427729,0.379310344827586,0.642931034482759,FALSE,4.13632016927762
"1566","YEL070W",28,10,0,18,0,2,7,18,7,2,1,"upstream_gene_variant;synonymous_variant;stop_gained;missense_variant",996,18,"V",10,1509,1.509,6.62690523525514,1.8,2.7162,FALSE,2.57427761425514
"1567","YEL071W",30,9,0,21,0,2,7,21,7,2,0,"upstream_gene_variant;synonymous_variant;missense_variant",969,32,"V",9,1491,1.491,6.03621730382294,2.33333333333333,3.479,FALSE,2.45687144633636
"1568","YEL072W",32,12,0,20,0,6,5,20,5,6,1,"upstream_gene_variant;missense_variant;synonymous_variant;stop_gained",957,39,"V",12,696,0.696,17.2413793103448,1.66666666666667,1.16,FALSE,4.152273992687
"1569","YEL073C",3,3,0,0,0,3,0,0,0,3,0,"missense_variant",NA,NA,"V",3,324,0.324,9.25925925925926,0,0,FALSE,3.04290309725092
"1570","YEL074W",5,5,0,0,0,4,0,0,0,4,1,"missense_variant;stop_gained",NA,NA,"V",5,NA,NA,NA,0,NA,FALSE,NA
"1571","YER001W",19,19,0,0,0,13,6,0,6,13,0,"missense_variant;synonymous_variant",NA,NA,"V",19,2289,2.289,8.30056793359546,0,0,FALSE,2.88107062280595
"1572","YER002W",8,7,0,1,0,4,3,1,3,4,0,"upstream_gene_variant;synonymous_variant;missense_variant",41,41,"V",7,696,0.696,10.0574712643678,0.142857142857143,0.0994285714285714,FALSE,3.17135164628078
