# Program:featureCounts v1.6.3; Command:"featureCounts" "-F" "GFF" "-t" "mRNA" "-g" "Parent" "-s" "1" "-a" "yeast.2023.mRNA.sgd.gff" "-o" "gene_count_matrix.txt" "RNAseq_OLD_rep01.bam" "RNAseq_OLD_rep02.bam" "RNAseq_OLD_rep03.bam" "RNAseq_OLD_rep04.bam" "RNAseq_OLD_rep05.bam" "RNAseq_OLD_rep06.bam" "RNAseq_OLD_rep07.bam" "RNAseq_OLD_rep08.bam" "RNAseq_OLD_rep09.bam" "RNAseq_OLD_rep10.bam" "RNAseq_OLD_rep11.bam" "RNAseq_OLD_rep12.bam" "RNAseq_YOUNG_rep01.bam" "RNAseq_YOUNG_rep02.bam" "RNAseq_YOUNG_rep03.bam" "RNAseq_YOUNG_rep04.bam" "RNAseq_YOUNG_rep05.bam" "RNAseq_YOUNG_rep06.bam" "RNAseq_YOUNG_rep07.bam" "RNAseq_YOUNG_rep08.bam" "RNAseq_YOUNG_rep09.bam" "RNAseq_YOUNG_rep10.bam" "RNAseq_YOUNG_rep11.bam" "RNAseq_YOUNG_rep12.bam" 
Geneid	Chr	Start	End	Strand	Length	RNAseq_OLD_rep01.bam	RNAseq_OLD_rep02.bam	RNAseq_OLD_rep03.bam	RNAseq_OLD_rep04.bam	RNAseq_OLD_rep05.bam	RNAseq_OLD_rep06.bam	RNAseq_OLD_rep07.bam	RNAseq_OLD_rep08.bam	RNAseq_OLD_rep09.bam	RNAseq_OLD_rep10.bam	RNAseq_OLD_rep11.bam	RNAseq_OLD_rep12.bam	RNAseq_YOUNG_rep01.bam	RNAseq_YOUNG_rep02.bam	RNAseq_YOUNG_rep03.bam	RNAseq_YOUNG_rep04.bam	RNAseq_YOUNG_rep05.bam	RNAseq_YOUNG_rep06.bam	RNAseq_YOUNG_rep07.bam	RNAseq_YOUNG_rep08.bam	RNAseq_YOUNG_rep09.bam	RNAseq_YOUNG_rep10.bam	RNAseq_YOUNG_rep11.bam	RNAseq_YOUNG_rep12.bam
YDR439W	chrIV;chrIV	1339443;1339614	1340827;1340974	+;+	1532	317	355	401	388	399	289	558	374	261	307	455	336	302	428	247	457	310	418	528	400	407	318	394	271
YDR440W	chrIV;chrIV	1342406;1342406	1344470;1344348	+;+	2065	538	638	702	673	682	566	858	707	449	604	802	678	582	798	541	895	413	715	925	682	827	789	779	638
YDR441C	chrIV;chrIV	1344160;1344208	1345197;1345232	-;-	1073	463	459	697	769	733	451	960	965	715	778	1179	657	560	685	508	1134	513	780	1164	1004	898	815	1001	862
YDR442W	chrIV;chrIV	1345633;1345637	1346766;1346810	+;+	1178	0	1	2	2	9	0	11	10	9	1	27	4	0	6	3	16	9	6	6	7	4	9	12	13
YDR443C	chrIV	1345676	1349938	-	4263	366	563	321	406	295	380	411	249	110	250	455	306	386	462	335	407	361	378	301	303	445	309	321	286
YDR444W	chrIV;chrIV	1350205;1350205	1352433;1352424	+;+	2229	508	740	680	595	514	607	575	360	277	431	531	361	600	740	425	700	506	496	480	408	476	424	401	353
YDR445C	chrIV	1352182	1352589	-	408	18	25	31	41	54	22	28	27	34	4	51	6	14	32	8	52	18	22	23	18	50	17	27	15
YDR446W	chrIV	1353725	1354633	+	909	4	8	3	5	5	6	1	15	0	0	9	3	6	13	6	12	0	2	1	0	9	14	16	0
YDR447C	chrIV;chrIV	1354576;1354590	1355594;1355631	-;-	1056	25394	28348	30535	29119	29333	23452	37228	33805	24914	24006	36055	28064	22928	26904	19241	34632	20845	25400	44986	34101	34132	31787	29969	28220
YDR448W	chrIV;chrIV	1356029;1356054	1357472;1357472	+;+	1444	367	357	354	378	317	303	313	182	147	307	258	218	285	353	198	350	223	250	357	233	179	284	252	252
YDR449C	chrIV;chrIV	1357116;1357362	1358946;1358931	-;-	1831	1422	1404	1865	2207	2323	1493	1913	1697	1349	1274	2076	1645	1729	2337	1358	2299	1102	1979	3053	2401	2586	1697	1642	1690
YDR450W	chrIV;chrIV	1359893;1359896	1361096;1361096	+;+	1204	34883	28631	32389	35658	46663	34223	15254	39813	36230	38830	47941	42058	32894	35162	34621	37908	35039	33759	44877	39438	35972	37620	36561	32069
YDR451C	chrIV;chrIV	1360781;1360785	1362243;1362243	-;-	1463	427	377	602	757	626	758	656	487	318	352	624	378	557	830	332	633	352	487	905	631	756	584	474	499
YDR452W	chrIV	1362728	1365090	+	2363	3152	3112	3333	3699	2919	5282	4887	3654	1680	3778	4824	3504	4240	5496	3312	3921	2519	2883	4399	3325	3519	4324	3936	3279
YDR453C	chrIV;chrIV	1364885;1364974	1365849;1366022	-;-	1138	420	415	501	460	434	586	675	614	313	320	697	415	457	510	334	473	223	416	844	624	674	614	711	625
YDR454C	chrIV;chrIV	1365758;1365771	1366897;1366843	-;-	1140	6732	7842	8654	8514	7851	8116	8646	9608	6812	6015	9856	6975	8865	10869	7609	10057	6997	7808	12338	10065	10965	9803	8966	8082
YDR455C	chrIV	1367373	1367681	-	309	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR456W	chrIV;chrIV	1367400;1367419	1369492;1369518	+;+	2119	494	387	518	458	506	775	164	483	212	582	636	525	662	782	442	548	426	425	524	475	485	547	434	310
YDR457W	chrIV	1369790	1379596	+	9807	1646	2241	1208	1626	1389	1599	1426	872	741	1349	1459	1098	1548	2107	1374	1694	1764	1283	1317	1012	1299	1227	1042	882
YDR458C	chrIV;chrIV	1379809;1379881	1382107;1382086	-;-	2299	1503	1536	1861	1701	1450	1600	1511	1398	781	1042	1667	1250	1841	2290	1336	1891	1160	1438	1707	1290	1636	1680	1321	1140
YDR459C	chrIV;chrIV	1382144;1382247	1383539;1383739	-;-	1596	206	274	251	305	318	226	250	232	190	265	254	285	264	310	210	324	159	224	243	271	283	253	229	218
YDR460W	chrIV;chrIV	1382963;1383671	1384876;1384979	+;+	2017	457	615	558	645	638	688	772	609	315	376	599	558	673	844	440	891	326	659	850	628	876	725	608	504
YDR461W	chrIV;chrIV	1384424;1385148	1385434;1385432	+;+	1011	36	25	23	38	22	34	13	5	8	17	28	10	53	61	31	42	40	29	23	24	29	33	28	35
YDR461C-A	chrIV;chrIV	1385332;1385356	1385828;1385831	-;-	500	16	38	15	27	58	45	62	73	48	37	85	73	59	42	62	44	29	36	39	35	45	69	58	50
YDR462W	chrIV;chrIV	1386019;1386021	1386695;1386697	+;+	679	1148	1445	1631	1658	1350	1698	2748	1693	1182	1216	2128	1431	1611	2027	1357	1982	1211	1487	1757	1700	1938	2209	2226	1682
YDR463W	chrIV;chrIV	1386753;1386761	1388585;1388584	+;+	1833	969	1297	1329	1255	1134	1310	897	1080	661	1144	1256	1161	1242	1532	933	1476	968	891	1160	848	1057	1014	876	773
YDR464W	chrIV	1388872	1393179	+	4308	1973	2233	2128	2571	2196	2640	1772	1728	1245	1834	2417	2048	2536	3072	1888	2776	1500	2132	2252	1632	1940	2326	1718	1504
YDR464C-A	chrIV	1392492	1392680	-	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR465C	chrIV;chrIV	1393173;1393217	1394806;1394806	-;-	1634	1835	2261	1922	2014	1822	1689	925	1007	698	1329	1327	1280	1749	2380	1431	1950	1502	1250	1275	902	1207	695	659	631
YDR466W	chrIV;chrIV	1395026;1395026	1398015;1398065	+;+	3040	798	952	726	871	572	996	765	478	285	683	968	819	769	1138	591	875	584	637	621	532	680	654	591	530
YDR467C	chrIV;chrIV	1396747;1396824	1398254;1398098	-;-	1508	4	12	7	6	7	9	14	10	0	1	2	4	7	16	1	19	5	7	4	5	6	5	0	18
YDR468C	chrIV;chrIV	1397712;1397734	1398812;1398814	-;-	1103	142	181	184	163	239	167	220	129	96	117	177	182	173	202	193	190	104	129	166	104	183	140	145	131
YDR469W	chrIV;chrIV	1398088;1398977	1401744;1400230	+;+	3657	919	878	1047	1147	1009	1087	1230	1318	741	775	1346	1053	1149	1321	934	1439	739	1119	1561	1292	1485	1460	1222	1060
YDR470C	chrIV;chrIV	1399513;1399513	1401371;1401321	-;-	1859	278	170	214	200	186	233	264	219	193	274	295	199	263	300	199	231	244	220	344	154	273	246	256	174
YDR471W	chrIV;chrIV	1401681;1401745	1402808;1402918	+;+	1238	15592	13868	18188	16543	23094	11185	13029	21079	16464	14938	25002	17551	12134	13310	10008	21001	11697	15494	26855	23738	20565	17558	18407	17807
YDR472W	chrIV;chrIV	1403187;1403187	1404441;1404416	+;+	1255	652	728	707	859	745	571	817	643	706	816	882	843	676	740	671	741	656	818	1087	934	961	769	820	686
YDR473C	chrIV;chrIV	1404215;1404228	1405933;1405922	-;-	1719	786	825	808	906	728	1140	884	604	412	808	866	852	1092	1305	773	1007	662	804	792	558	744	805	782	540
YDR475C	chrIV;chrIV	1407337;1407394	1410192;1410276	-;-	2940	637	728	425	361	342	615	396	285	190	452	432	376	427	568	421	321	493	251	240	174	305	292	293	198
YDR476C	chrIV;chrIV	1410251;1410251	1411723;1412173	-;-	1923	458	437	418	565	392	647	237	505	350	623	692	363	695	767	580	490	654	356	552	442	477	457	450	396
YDR477W	chrIV;chrIV	1412079;1412079	1414422;1414444	+;+	2366	752	935	770	931	973	672	786	596	388	715	835	543	599	878	571	875	635	635	761	644	724	693	538	485
YDR478W	chrIV;chrIV	1414535;1414560	1416455;1416317	+;+	1921	956	946	1214	1491	1177	1438	1456	1471	787	787	1592	1044	1554	1983	977	1666	688	1161	1912	1494	1752	1560	1251	1077
YDR479C	chrIV;chrIV	1415128;1415129	1416941;1417132	-;-	2005	253	296	230	257	202	211	134	180	90	188	255	140	199	253	232	159	243	183	197	132	155	160	157	120
YDR480W	chrIV	1417399	1418370	+	972	51	69	71	48	35	36	66	69	62	56	75	50	69	46	53	51	29	34	65	43	50	82	39	13
YDR481C	chrIV;chrIV	1418434;1418493	1420305;1420305	-;-	1872	257	162	194	171	315	417	72	266	164	462	345	415	383	375	426	241	287	186	223	159	246	244	229	193
YDR482C	chrIV;chrIV	1420247;1420260	1420955;1421009	-;-	763	965	870	929	1034	786	1126	1109	815	432	598	878	758	1058	1345	942	954	845	712	1054	735	946	801	754	637
YDR483W	chrIV;chrIV	1420644;1420974	1422597;1422637	+;+	1994	2188	1516	2009	2157	2969	3126	1233	2303	2064	2262	2532	2587	3689	3785	3732	2400	3206	2051	2163	1921	2564	2124	1963	1583
YDR484W	chrIV;chrIV	1422732;1422736	1424817;1424839	+;+	2108	296	329	350	394	455	349	425	313	308	318	488	354	352	409	270	427	292	390	549	400	374	349	342	331
YDR485C	chrIV;chrIV	1424668;1424687	1427276;1427276	-;-	2609	1482	1585	1684	1959	1468	1994	1429	1256	668	1118	1760	1421	1957	2617	1474	2140	1258	1423	1855	1425	1632	1620	1541	1175
YDR486C	chrIV;chrIV	1427102;1427173	1428129;1428178	-;-	1077	775	520	863	837	674	1011	607	834	551	371	934	710	956	1345	720	801	662	658	833	998	917	854	747	591
YDR487C	chrIV;chrIV	1428240;1428243	1430782;1430223	-;-	2543	2351	1897	2754	3024	2874	3931	2114	3238	2190	1906	3553	2350	3116	3940	2847	2866	2349	2227	4223	3342	3700	3405	3453	2927
YDR488C	chrIV	1429036	1430838	-	1803	0	0	3	0	0	0	2	0	0	0	1	0	0	1	8	2	0	0	0	0	1	0	0	0
YDR489W	chrIV;chrIV	1430994;1430994	1432500;1433377	+;+	2384	208	181	315	214	324	298	224	330	253	235	341	226	214	329	275	328	175	237	388	370	462	376	283	310
YDR490C	chrIV;chrIV	1431775;1431818	1434369;1434375	-;-	2601	317	393	377	494	421	514	343	398	134	354	369	350	407	501	275	373	263	293	389	327	369	410	242	228
YDR491C	chrIV	1434500	1434991	-	492	0	7	0	2	0	2	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	3	0
YDR492W	chrIV;chrIV	1434686;1434770	1435960;1436225	+;+	1540	2317	2383	1980	2668	2834	2842	1578	1416	1589	1650	1722	1610	2188	3574	2382	3288	1508	2425	2772	2537	3068	1489	1621	1790
YDR493W	chrIV;chrIV	1436057;1436116	1436754;1436840	+;+	784	595	504	726	767	845	789	773	851	515	550	859	746	564	726	537	746	428	533	807	843	887	793	783	821
YDR494W	chrIV;chrIV	1436801;1436848	1438090;1438087	+;+	1290	1319	1482	1468	1739	1432	1618	1238	1102	795	1119	1576	1288	1366	1808	1197	1553	1170	1426	1273	1023	1287	1553	1441	1097
YDR495C	chrIV	1437964	1441207	-	3244	921	751	666	826	862	868	627	536	418	556	819	546	758	1109	578	832	533	581	733	633	653	650	655	395
YDR496C	chrIV;chrIV	1441192;1441196	1443431;1443441	-;-	2250	6712	6966	8153	10003	9382	6558	6703	4470	4548	3918	6369	5589	7899	10218	6429	10526	5513	7737	9039	7622	8597	5710	5442	4888
YDR497C	chrIV;chrIV	1443604;1443615	1445623;1445623	-;-	2020	2404	1884	2436	2511	3576	2775	586	1475	724	1764	2026	1687	2934	3201	1834	1692	1954	1400	1553	1429	1804	1624	1014	790
YDR498C	chrIV;chrIV	1445165;1445396	1450109;1450109	-;-	4945	598	977	661	737	724	603	1061	831	482	530	989	550	693	850	545	953	644	691	862	750	869	679	666	651
YDR499W	chrIV;chrIV	1447800;1447826	1450187;1450167	+;+	2388	243	300	311	310	333	419	342	323	171	221	386	355	295	399	295	373	229	227	288	297	288	442	279	277
YDR500C	chrIV;chrIV	1449981;1449981	1450873;1450874	-;-	894	18854	8745	21558	17407	27764	27803	3408	36418	24360	23341	36417	28216	28596	29879	26832	28610	22341	20758	33385	29582	34795	34829	26927	21804
YDR501W	chrIV	1451353	1452918	+	1566	57	40	66	26	87	128	47	128	33	39	114	54	47	72	48	49	42	37	97	51	114	100	58	84
YDR502C	chrIV;chrIV	1452816;1453017	1454512;1454556	-;-	1741	6300	5115	8645	8169	8044	10181	6759	12900	5117	7152	13448	9723	10892	12575	7753	7951	6478	6476	12490	9216	12644	13863	12544	10238
YDR503C	chrIV	1454830	1455949	-	1120	323	367	342	299	381	308	357	389	174	275	404	287	395	379	315	270	311	226	464	361	342	428	347	334
YDR504C	chrIV;chrIV	1456086;1456139	1458095;1457842	-;-	2010	180	107	252	205	237	211	107	195	110	195	282	172	176	237	110	196	159	151	314	225	254	250	261	221
YDR505C	chrIV	1456519	1459409	-	2891	3	8	1	9	3	3	5	0	5	8	1	11	1	10	2	4	1	7	4	7	12	3	7	5
YDR506C	chrIV;chrIV	1459304;1459307	1461607;1461605	-;-	2304	58	75	35	95	32	125	41	64	44	44	69	60	113	124	97	43	130	58	75	35	88	57	40	31
YDR507C	chrIV;chrIV	1462176;1462182	1465824;1465799	-;-	3649	2322	2827	2817	3120	2892	2959	3908	3098	1906	2555	3662	2922	2590	3212	2068	3669	1740	2452	4093	2629	3375	3290	3111	2538
YDR508C	chrIV;chrIV	1466219;1466259	1468531;1468567	-;-	2349	5710	6540	6292	7056	6059	5036	8060	6293	4499	7610	8733	7303	6027	7411	5110	9096	4694	6435	8400	5967	5967	7083	6387	5469
YDR509W	chrIV	1468226	1468573	+	348	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
YDR510W	chrIV;chrIV	1468610;1468669	1469847;1469859	+;+	1250	2831	1208	4065	3538	3300	7053	1062	7913	2890	2259	7944	3886	5576	6873	3769	4892	2356	3343	7981	6922	7661	8527	6951	5649
YDR510C-A	chrIV	1469695	1469811	-	117	0	20	8	6	14	5	1	10	7	0	13	4	8	3	5	12	4	6	9	6	2	0	5	9
YDR511W	chrIV;chrIV	1469832;1469838	1471025;1471050	+;+	1219	38	19	58	52	38	48	120	46	47	28	52	24	20	25	12	52	10	51	141	63	38	40	94	77
YDR512C	chrIV	1470417	1471194	-	778	204	206	204	209	252	260	145	306	213	299	319	270	305	429	299	279	279	218	322	261	254	372	337	325
YDR513W	chrIV;chrIV	1470026;1470096	1471559;1471549	+;+	1534	666	319	1033	730	1000	1619	414	2943	1231	1165	3004	1650	1208	1623	970	974	743	734	2685	2619	2935	3942	3101	2563
YDR514C	chrIV;chrIV	1471422;1471430	1473074;1473060	-;-	1653	391	334	450	490	525	512	177	284	201	308	452	278	446	634	358	563	366	373	471	368	497	362	309	267
YDR515W	chrIV;chrIV	1473202;1473279	1474873;1474873	+;+	1672	564	471	819	878	797	732	875	819	392	510	952	718	612	836	463	853	430	745	1176	886	1183	1031	914	897
YDR516C	chrIV;chrIV	1474842;1474854	1476588;1476588	-;-	1747	699	819	384	312	372	1419	135	232	213	559	333	311	695	744	699	261	1022	227	308	176	222	326	370	225
YDR517W	chrIV;chrIV	1476623;1476818	1478460;1478460	+;+	1838	696	641	544	558	488	922	280	483	242	777	792	569	797	1004	689	742	644	486	673	554	564	719	514	435
YDR518W	chrIV;chrIV	1478467;1478467	1480211;1480210	+;+	1745	1052	1068	1429	1373	918	2286	1913	1405	483	653	1554	887	1848	2538	1132	1466	778	1050	1861	1584	1719	1982	1457	1197
YDR519W	chrIV;chrIV	1479966;1480370	1481057;1482129	+;+	2164	1679	1195	2071	1961	1904	3363	1292	3180	1623	1588	3224	2050	3096	3824	2596	2499	2011	1911	3231	2477	3270	3404	2870	2376
YDR520C	chrIV;chrIV	1480938;1480950	1483487;1483485	-;-	2550	339	393	428	409	390	515	263	334	217	274	326	312	504	638	345	416	282	310	322	271	376	440	362	225
YDR521W	chrIV	1483141	1483476	+	336	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YDR522C	chrIV	1483795	1485303	-	1509	11	6	9	5	12	15	12	0	0	9	13	5	33	6	2	1	5	13	1	14	5	0	1	0
YDR523C	chrIV	1485514	1487263	-	1750	50	57	37	43	40	38	12	6	10	2	7	7	41	60	39	17	29	20	8	53	27	6	4	5
YDR524C	chrIV;chrIV	1487035;1487060	1489057;1489060	-;-	2026	399	364	559	581	572	372	325	374	224	366	627	326	555	593	391	623	351	465	723	516	558	342	394	380
YDR524W-C	chrIV	1489403	1489492	+	90	7	2	1	1	1	2	0	0	0	0	3	5	0	6	1	10	0	1	0	0	1	1	1	5
YDR524C-B	chrIV;chrIV	1489179;1489289	1489843;1489982	-;-	804	112475	116322	124034	131343	134438	134912	123634	151144	119267	111807	169902	125617	143909	161840	143293	149768	139834	122402	169783	147482	151845	139428	140565	128240
YDR524C-A	chrIV;chrIV	1489805;1489850	1490445;1490886	-;-	1082	11	9	9	16	11	6	0	0	2	1	4	3	7	13	1	5	2	19	9	7	0	2	3	2
YDR525W	chrIV	1489905	1490234	+	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR525W-A	chrIV;chrIV	1489989;1489991	1491058;1491057	+;+	1070	564	463	682	566	596	902	903	735	575	456	883	470	919	945	778	935	650	603	1106	987	964	785	745	786
YDR526C	chrIV	1491075	1491545	-	471	6	1	7	4	6	5	0	12	7	0	0	0	2	2	2	0	0	3	11	0	0	1	8	0
YDR527W	chrIV;chrIV	1491063;1491072	1493096;1493174	+;+	2112	2855	3374	3826	4178	3680	3701	4218	2825	2278	2536	3282	3130	3643	4701	2842	4267	2958	3585	3905	3314	3656	3145	3226	2821
YDR528W	chrIV;chrIV	1494268;1494268	1495999;1495996	+;+	1732	1155	1332	1207	1552	1725	2054	1298	1177	725	740	1265	1186	1458	1622	871	1399	1057	819	1118	1197	1423	1195	1232	1009
YDR529C	chrIV;chrIV	1495785;1495808	1496585;1496579	-;-	801	14975	13229	22267	21389	18452	18978	20995	27497	12621	12711	32722	18114	22197	26671	15308	23186	12937	18574	29744	27907	31340	28559	23802	20783
YDR530C	chrIV;chrIV	1496462;1496628	1497773;1498018	-;-	1557	502	598	527	476	355	572	565	482	213	308	500	356	629	831	525	535	418	483	524	385	509	392	437	397
YDR531W	chrIV;chrIV	1497933;1498123	1499410;1499416	+;+	1484	991	1591	1228	1385	1365	1288	640	897	920	1568	1386	1159	1633	1917	1764	1266	1744	1135	1002	705	1006	942	953	843
YDR532C	chrIV;chrIV	1499334;1499338	1500809;1500793	-;-	1476	592	645	769	663	647	788	630	745	360	473	921	667	752	1026	506	790	385	550	895	704	833	871	700	793
YDR533C	chrIV;chrIV	1501208;1501262	1502385;1502324	-;-	1178	862	938	1066	1104	677	1499	1544	1324	738	829	1309	1063	1563	1820	1199	1069	984	1032	1221	1015	1317	1329	1391	1089
YDR534C	chrIV	1503065	1505484	-	2420	191	210	179	424	113	295	1445	1362	480	1260	1503	986	333	397	302	276	362	274	1259	759	677	1352	1521	1370
YDR535C	chrIV	1506606	1507362	-	757	3	2	0	0	1	0	0	0	1	0	5	0	0	11	0	2	3	9	0	0	5	0	1	0
YDR536W	chrIV	1507861	1509860	+	2000	25	12	8	17	33	23	20	21	3	23	8	49	17	24	20	27	33	5	17	16	15	32	17	26
YDR537C	chrIV	1510856	1511461	-	606	0	0	0	0	1	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0
YDR538W	chrIV;chrIV	1509972;1509993	1511919;1511861	+;+	1948	145	132	132	145	124	178	153	160	91	122	210	146	216	239	184	168	138	138	183	118	161	170	147	119
YDR539W	chrIV;chrIV	1512000;1512051	1513953;1513955	+;+	1956	386	410	326	404	405	545	320	368	285	429	462	452	556	661	441	387	396	455	576	523	510	444	462	319
YDR540C	chrIV;chrIV	1516282;1516834	1517758;1518078	-;-	1797	343	337	358	381	309	460	422	370	201	267	318	317	522	655	448	446	377	355	418	258	373	412	340	221
YDR541C	chrIV;chrIV	1519437;1519465	1520919;1520919	-;-	1483	306	217	403	426	364	416	194	265	146	234	356	262	355	503	263	349	260	242	389	408	365	310	322	231
YDR542W	chrIV	1523249	1523611	+	363	0	0	4	0	0	0	0	1	0	1	0	0	8	0	0	0	0	0	2	0	0	0	0	0
YDR543C	chrIV	1524634	1524933	-	300	10	17	23	6	11	20	18	13	10	1	16	9	32	49	14	23	18	26	39	39	44	18	30	24
YDR544C	chrIV	1525095	1525523	-	429	1	2	15	5	1	12	18	0	1	0	1	3	9	2	6	20	0	2	7	24	19	4	12	0
YDR545W	chrIV	1526321	1531711	+	5391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR545C-A	chrIV	1530863	1531342	-	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL077C	chrV	264	4097	-	3834	171	165	249	325	197	358	166	255	63	166	353	130	281	387	120	353	96	154	402	332	296	335	210	170
YEL077W-A	chrV	630	1112	+	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL076C-A	chrV	4185	5114	-	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL076C	chrV	4464	5114	-	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL075W-A	chrV	4870	5481	+	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL075C	chrV	5345	5713	-	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL074W	chrV	6126	6464	+	339	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	4	0	4
YEL073C	chrV;chrV	6517;6526	7821;7684	-;-	1305	43	53	57	44	22	52	28	8	10	5	30	18	37	46	21	6	59	14	12	28	28	6	6	5
YEL072W	chrV;chrV	13576;13584	14724;14756	+;+	1181	175	97	189	178	199	265	92	184	112	121	189	170	177	200	141	117	141	137	149	225	179	200	143	172
YEL071W	chrV;chrV	16157;16326	17953;18109	+;+	1953	1846	1291	1635	1640	2132	3223	947	3118	1510	3401	3773	3303	2659	3152	2253	2025	1754	1740	2644	1984	2124	4458	3436	3080
YEL070W	chrV	19589	21097	+	1509	1	1	2	0	6	0	3	0	11	0	0	2	0	5	1	6	0	2	0	0	2	2	7	0
YEL069C	chrV	21537	23231	-	1695	5	0	6	4	0	0	0	0	0	2	9	0	2	0	2	0	1	2	2	3	1	0	0	0
YEL068C	chrV	25397	26510	-	1114	798	796	1174	1022	984	1494	1370	1451	625	673	1416	972	1141	1353	945	1186	778	998	1651	1282	1342	1076	1157	1073
YEL067C	chrV	26189	26776	-	588	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL066W	chrV;chrV	26117;26119	27291;27652	+;+	1536	456	540	642	674	463	759	841	705	463	518	902	747	726	949	737	783	660	675	843	602	847	748	684	429
YEL065W	chrV;chrV	27345;27629	29608;29757	+;+	2413	824	841	582	658	318	180	1561	1406	462	1288	1621	1394	1033	1155	912	852	622	690	1349	835	1083	971	984	849
YEL064C	chrV;chrV	29469;29492	31299;31308	-;-	1840	122	152	135	135	150	160	153	87	57	110	122	104	111	129	93	129	111	58	113	96	99	116	67	61
YEL063C	chrV;chrV	31353;31377	33681;33713	-;-	2361	1504	1460	1546	1785	1728	1575	1445	1288	955	1440	1538	1395	1450	1999	1334	2085	1285	1508	1804	1415	1562	1438	1286	1161
YEL062W	chrV;chrV	34224;34386	36375;36393	+;+	2170	137	105	155	145	123	147	128	187	67	115	268	150	172	257	145	129	61	121	171	185	189	221	181	113
YEL061C	chrV;chrV	36279;36279	39646;39660	-;-	3382	676	593	658	599	742	750	875	679	459	661	1004	703	754	933	625	881	475	607	863	687	701	963	836	691
YEL060C	chrV;chrV	39811;39812	42008;42126	-;-	2316	1460	1433	928	986	841	1538	819	426	356	731	780	630	1160	1233	1073	768	1369	699	672	586	620	701	506	456
YEL059C-A	chrV;chrV	42325;42329	43069;43077	-;-	753	494	532	626	723	531	758	358	866	400	449	791	434	859	1206	667	884	512	649	1048	819	995	773	713	637
YEL059W	chrV	42652	42960	+	309	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL058W	chrV;chrV	43208;43214	45326;45286	+;+	2119	1197	1453	968	1284	1014	1506	773	802	394	937	900	904	1526	1868	1288	1095	1172	925	979	692	898	833	657	665
YEL057C	chrV	44914	45990	-	1077	393	340	369	354	464	474	508	286	212	210	423	265	415	455	328	343	285	229	373	364	395	319	365	302
YEL056W	chrV;chrV	47117;47130	48542;48483	+;+	1426	456	513	705	498	411	623	586	458	388	632	655	497	607	750	485	728	486	539	469	504	514	658	601	436
YEL055C	chrV;chrV	48281;48399	51594;51594	-;-	3314	3281	4286	3436	3833	3571	2239	2546	2190	1593	2908	3036	2446	3143	3869	2629	4300	2868	2931	3324	2315	2817	2423	2320	1866
YEL054C	chrV;chrV	52181;52208	53254;53323	-;-	1143	29871	31886	42043	37861	39636	36167	56795	56496	34872	30612	57291	35761	32999	37798	27899	51469	30007	36279	65298	53586	52375	45581	50935	46483
YEL053W-A	chrV	52908	53255	+	348	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0
YEL053C	chrV;chrV	53794;53814	56185;56217	-;-	2424	329	229	366	315	363	437	138	234	146	184	377	227	311	462	202	331	177	250	364	291	337	344	258	235
YEL052W	chrV;chrV	56321;56343	58166;58169	+;+	1849	890	1292	897	918	793	1092	878	594	514	1005	947	813	873	1075	753	866	815	755	734	529	625	612	647	565
YEL051W	chrV;chrV	58312;58337	59359;59373	+;+	1062	5971	5175	6307	6897	7594	7993	3509	6992	4774	5567	8130	7627	8261	9253	7255	7006	6456	5715	7708	7151	7341	7089	6511	5992
YEL050W-A	chrV	59495	59807	+	313	2	1	0	3	4	5	8	0	0	3	0	1	4	7	1	9	1	0	1	15	10	4	3	9
YEL050C	chrV;chrV	59447;59524	60945;61031	-;-	1585	1075	1257	1073	1138	1123	1241	933	841	596	1350	1284	1164	903	1322	892	1355	888	1015	969	776	994	1111	938	733
